PRISM Time Series Data
Location:  Lat: 40.6765   Lon: -88.7846   Elev: 222m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2019-01-01 - 2022-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Jan-23
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2022-02-08,0.00,-13.9,-8.8,-3.8,-12.2,0.28,2.04
2022-02-09,0.00,-10.9,-3.0,4.8,-3.4,0.34,3.07
2022-02-10,0.00,-2.5,1.2,4.9,-2.0,0.50,2.83
2022-02-11,3.49,-4.3,-0.5,3.4,-3.3,0.16,2.05
2022-02-12,0.83,-8.4,-1.0,6.3,-3.2,0.29,2.52
2022-02-13,0.00,-11.5,-9.3,-7.1,-13.2,0.37,1.35
2022-02-14,0.05,-13.1,-10.4,-7.7,-13.9,0.34,1.27
2022-02-15,0.00,-11.4,-6.3,-1.3,-9.7,0.36,2.11
2022-02-16,0.00,-8.3,-0.6,7.1,-2.7,0.56,3.79
2022-02-17,14.08,-0.2,6.0,12.2,5.7,0.00,3.74
2022-02-18,12.03,-17.5,-8.8,-0.0,-9.0,0.05,1.09
2022-02-19,0.00,-16.5,-8.5,-0.5,-11.0,0.26,2.14
2022-02-20,0.00,-12.2,-6.8,-1.5,-13.4,0.68,2.00
2022-02-21,0.00,-2.9,2.6,8.0,-0.9,0.56,4.04
2022-02-22,5.25,2.1,7.3,12.6,6.9,0.16,4.26
2022-02-23,1.15,-9.7,1.6,13.0,-1.8,0.09,1.24
2022-02-24,0.00,-9.7,-7.1,-4.5,-10.3,0.51,1.70
2022-02-25,1.68,-7.9,-4.9,-1.9,-5.3,0.09,1.34
2022-02-26,0.00,-11.6,-7.0,-2.4,-9.0,0.20,1.49
2022-02-27,0.00,-11.3,-5.1,1.2,-6.6,0.22,2.45
2022-02-28,0.00,-5.3,0.6,6.5,-3.6,0.22,4.69
2022-03-01,0.00,-3.4,4.8,13.0,-0.3,0.26,8.91
2022-03-02,0.00,0.5,8.0,15.5,1.3,0.41,10.64
2022-03-03,0.00,-0.1,9.1,18.3,3.2,0.37,10.82
2022-03-04,0.00,-2.3,0.9,4.1,-5.1,0.82,4.37
2022-03-05,0.00,-1.3,4.0,9.3,-1.4,1.00,6.24
2022-03-06,0.37,3.4,13.0,22.5,8.9,1.26,13.72
2022-03-07,12.32,0.3,4.5,8.7,0.4,0.11,4.92
2022-03-08,0.00,-5.6,-1.6,2.3,-4.1,0.14,2.17
2022-03-09,0.00,-3.8,0.9,5.6,-4.1,0.35,5.06
2022-03-10,0.00,-4.5,1.3,7.0,-4.0,0.55,4.77
2022-03-11,5.69,-7.5,-3.1,1.3,-6.1,0.02,2.92
2022-03-12,0.00,-13.4,-6.7,-0.1,-11.9,0.22,2.89
2022-03-13,0.00,-12.3,-5.9,0.4,-13.1,0.71,2.82
2022-03-14,0.00,-0.1,6.7,13.6,-0.4,1.02,8.86
2022-03-15,0.00,3.9,10.8,17.8,2.9,0.56,13.30
2022-03-16,0.00,4.4,11.3,18.2,5.5,0.52,11.01
2022-03-17,0.00,6.6,14.1,21.6,6.5,0.75,15.96
2022-03-18,0.00,7.0,15.3,23.6,7.6,0.86,17.88
2022-03-19,13.35,4.1,7.1,10.0,6.6,0.14,2.51
2022-03-20,1.47,0.9,5.1,9.3,1.8,0.41,3.77
2022-03-21,0.00,1.9,10.7,19.6,3.0,0.94,14.73
2022-03-22,6.05,8.9,16.3,23.6,5.7,0.70,20.60
2022-03-23,6.16,9.9,12.0,14.1,9.8,0.25,4.33
2022-03-24,5.20,4.4,9.7,14.9,7.8,0.19,4.22
2022-03-25,2.67,4.2,5.7,7.2,3.4,0.54,2.42
2022-03-26,0.00,-1.2,5.0,11.1,-0.7,0.29,7.13
2022-03-27,0.00,-4.4,-0.3,3.8,-7.3,1.04,4.47
2022-03-28,0.00,-6.0,-0.6,4.7,-9.4,0.74,5.87
2022-03-29,0.00,-4.6,0.7,6.1,-8.9,1.30,6.75
2022-03-30,0.00,-0.1,5.3,10.7,-2.4,1.91,5.13
2022-03-31,34.55,2.5,9.7,16.9,9.0,0.15,3.19
2022-04-01,1.04,0.4,2.7,5.0,-0.4,0.50,2.58
2022-04-02,0.00,0.2,4.4,8.6,-1.9,0.86,6.00
2022-04-03,1.46,0.4,4.5,8.6,1.2,0.27,3.43
2022-04-04,1.19,1.6,8.1,14.7,3.3,0.50,9.63
2022-04-05,0.00,0.4,6.3,12.3,2.9,0.21,5.13
2022-04-06,16.96,1.8,7.2,12.6,8.1,0.07,3.25
2022-04-07,0.08,4.8,9.8,14.7,3.2,0.67,9.05
2022-04-08,0.69,2.0,5.1,8.3,0.8,0.38,5.10
2022-04-09,1.61,0.1,2.9,5.7,0.2,0.26,2.76
2022-04-10,0.00,1.2,6.6,12.1,-2.0,1.23,9.09
2022-04-11,0.00,4.4,12.1,19.9,4.3,2.63,14.57
2022-04-12,0.00,3.5,10.2,16.9,2.1,1.29,12.77
2022-04-13,0.25,9.0,14.8,20.7,13.3,1.39,11.20
2022-04-14,9.71,1.2,11.2,21.2,8.4,0.23,5.41
2022-04-15,0.00,2.6,8.3,14.0,-2.4,1.19,11.86
2022-04-16,0.00,1.2,8.9,16.6,-0.4,1.88,12.14
2022-04-17,0.00,-1.9,4.7,11.2,-3.6,0.67,8.56
2022-04-18,3.65,0.2,5.0,9.9,-1.6,0.14,7.35
2022-04-19,0.00,-0.9,3.1,7.2,-1.6,0.14,4.34
2022-04-20,0.06,0.7,6.3,11.9,-0.6,1.29,8.80
2022-04-21,8.61,6.9,9.7,12.6,7.1,0.26,5.94
2022-04-22,1.12,10.2,16.0,21.8,8.8,0.99,17.40
2022-04-23,0.18,12.7,19.4,26.0,14.1,1.00,14.42
2022-04-24,0.00,16.8,22.8,28.8,14.1,3.29,24.51
2022-04-25,4.14,10.1,16.3,22.5,12.1,0.97,11.14
2022-04-26,0.00,0.9,7.3,13.7,0.3,1.61,7.06
2022-04-27,0.00,0.7,7.1,13.5,-2.0,1.05,11.05
2022-04-28,0.00,3.2,10.6,18.0,0.6,1.75,13.62
2022-04-29,1.92,8.3,11.9,15.4,6.1,2.65,7.67
2022-04-30,0.56,11.0,16.1,21.2,8.3,2.74,14.30
2022-05-01,12.51,10.8,17.8,24.7,12.0,1.27,13.31
2022-05-02,0.00,6.8,10.3,13.8,5.8,1.38,6.14
2022-05-03,23.28,8.6,13.3,18.1,7.9,0.30,11.68
2022-05-04,1.03,6.5,10.7,14.9,8.4,0.28,1.99
2022-05-05,0.12,7.0,11.0,14.9,7.9,0.55,5.64
2022-05-06,19.79,9.3,11.4,13.5,10.6,0.16,2.69
2022-05-07,2.53,6.6,9.7,12.7,8.4,0.14,3.81
2022-05-08,0.00,6.6,14.0,21.3,4.9,1.69,17.66
2022-05-09,0.00,10.0,16.4,22.7,8.7,3.36,16.39
2022-05-10,0.00,15.8,22.1,28.4,16.6,2.73,18.41
2022-05-11,0.00,20.9,27.0,33.1,21.1,1.51,25.99
2022-05-12,0.56,21.5,28.9,36.2,21.7,1.89,38.08
2022-05-13,0.00,18.0,26.3,34.7,15.5,5.19,37.33
2022-05-14,0.00,17.9,25.8,33.7,13.8,4.12,40.63
2022-05-15,0.00,16.9,24.6,32.2,13.5,2.40,36.89
2022-05-16,1.23,11.2,20.1,29.0,11.0,0.67,24.70
2022-05-17,0.00,11.3,19.1,27.0,6.3,2.25,28.74
2022-05-18,0.94,13.9,20.7,27.5,7.7,3.04,26.81
2022-05-19,3.77,14.3,19.3,24.4,15.3,0.42,10.76
2022-05-20,0.00,16.8,24.3,31.8,16.3,0.67,34.95
2022-05-21,6.99,12.8,22.2,31.7,17.1,0.19,25.28
2022-05-22,5.87,9.3,13.1,16.8,11.0,0.55,4.96
2022-05-23,0.00,7.3,12.4,17.5,5.3,1.17,11.58
2022-05-24,0.00,9.5,15.4,21.2,4.1,2.92,17.16
2022-05-25,0.51,12.5,18.3,24.2,9.5,0.69,19.85
2022-05-26,3.11,17.5,23.4,29.2,18.8,0.39,21.07
2022-05-27,2.08,14.3,20.3,26.3,16.4,0.33,16.28
2022-05-28,5.25,10.4,14.1,17.8,12.7,0.20,4.26
2022-05-29,0.00,13.1,19.1,25.1,13.6,0.68,17.34
2022-05-30,0.00,18.2,24.4,30.7,16.1,3.79,25.85
2022-05-31,0.00,21.4,27.0,32.6,16.4,6.41,33.15
2022-06-01,7.58,20.6,26.1,31.5,19.1,0.97,24.63
2022-06-02,3.10,14.7,19.6,24.5,15.2,0.83,13.44
2022-06-03,0.00,13.1,19.6,26.2,8.2,4.05,24.96
2022-06-04,0.00,11.9,20.6,29.3,5.5,4.66,33.35
2022-06-05,0.00,15.3,22.5,29.8,6.9,6.20,32.97
2022-06-06,0.00,17.5,24.0,30.6,11.4,6.19,32.25
2022-06-07,1.67,16.4,22.8,29.1,17.2,0.54,21.37
2022-06-08,0.00,15.2,20.6,26.0,13.7,1.52,17.92
2022-06-09,11.56,11.3,17.3,23.2,13.6,0.35,11.82
2022-06-10,0.00,14.3,21.0,27.7,11.4,1.56,25.81
2022-06-11,6.06,13.7,18.6,23.5,13.5,0.46,16.48
2022-06-12,1.89,16.0,21.8,27.5,18.3,0.45,16.76
2022-06-13,0.00,16.6,23.2,29.7,19.7,0.26,15.51
2022-06-14,0.00,20.6,26.5,32.5,24.4,0.73,15.75
2022-06-15,0.00,25.0,31.1,37.2,22.2,4.48,39.19
2022-06-16,12.60,22.5,29.6,36.7,20.8,1.29,42.50
2022-06-17,0.00,20.8,28.2,35.7,19.2,2.34,40.86
2022-06-18,0.00,15.5,23.8,32.1,14.1,4.26,32.25
2022-06-19,0.00,10.4,19.3,28.2,6.6,2.36,29.14
2022-06-20,0.00,13.9,22.5,31.1,9.9,2.88,36.97
2022-06-21,0.00,19.5,27.2,34.9,14.2,5.39,42.26
2022-06-22,0.00,23.3,29.9,36.5,20.2,6.14,38.39
2022-06-23,0.00,17.2,24.6,31.9,14.6,3.42,32.18
2022-06-24,0.00,16.4,24.3,32.3,12.6,4.93,34.80
2022-06-25,1.07,19.1,25.9,32.8,14.4,4.32,33.98
2022-06-26,21.67,18.5,24.0,29.5,19.9,0.23,18.03
2022-06-27,0.00,13.5,20.3,27.0,13.5,1.27,20.76
2022-06-28,0.00,13.9,20.3,26.8,10.6,1.80,24.87
2022-06-29,0.00,16.9,23.2,29.5,13.1,3.68,27.21
2022-06-30,0.00,18.5,25.5,32.6,16.6,3.32,29.76
2022-07-01,0.00,19.2,25.4,31.5,16.3,3.01,29.03
2022-07-02,8.00,15.1,20.8,26.6,19.2,0.08,12.42
2022-07-03,0.00,14.2,21.1,28.0,15.0,0.96,22.94
2022-07-04,0.00,16.8,23.8,30.7,15.6,1.37,27.96
2022-07-05,17.09,21.1,26.6,32.1,22.2,1.30,21.09
2022-07-06,0.34,21.5,28.7,35.8,23.5,0.48,30.02
2022-07-07,0.00,20.4,25.4,30.5,21.9,0.14,16.63
2022-07-08,10.49,21.1,23.8,26.5,22.7,0.02,6.19
2022-07-09,37.05,18.7,22.1,25.5,21.2,0.08,4.15
2022-07-10,0.00,13.8,20.9,27.9,16.3,0.43,18.30
2022-07-11,0.00,16.0,22.0,28.1,16.5,0.63,19.53
2022-07-12,0.64,18.6,24.4,30.2,20.5,1.62,15.02
2022-07-13,0.00,16.8,22.7,28.6,16.9,0.51,20.74
2022-07-14,1.09,15.4,22.8,30.2,17.7,0.28,22.73
2022-07-15,0.00,17.2,23.0,28.8,17.3,0.90,21.30
2022-07-16,8.90,19.2,21.7,24.3,20.3,0.04,6.33
2022-07-17,0.23,20.3,25.0,29.7,21.7,0.12,13.87
2022-07-18,2.46,18.0,22.6,27.2,20.4,0.06,12.76
2022-07-19,0.00,18.0,24.0,30.1,19.3,0.40,22.28
2022-07-20,0.00,20.2,25.1,30.1,21.6,0.64,17.08
2022-07-21,0.00,17.9,24.4,30.8,19.8,1.13,20.78
2022-07-22,0.00,17.1,24.9,32.6,20.2,0.76,24.35
2022-07-23,0.00,19.3,25.2,31.1,20.4,0.86,23.72
2022-07-24,13.49,21.9,27.1,32.4,22.3,1.09,19.17
2022-07-25,4.24,15.9,22.5,29.1,20.9,0.25,11.03
2022-07-26,0.00,16.8,21.6,26.4,17.4,0.34,16.16
2022-07-27,0.00,17.7,20.9,24.1,19.7,0.06,7.34
2022-07-28,0.00,15.9,22.6,29.3,20.3,0.00,14.82
2022-07-29,0.00,13.1,20.7,28.4,16.2,0.29,18.80
2022-07-30,0.00,13.1,20.2,27.2,14.9,0.23,20.22
2022-07-31,0.00,14.2,21.2,28.3,16.3,0.21,20.82
2022-08-01,7.25,18.3,23.9,29.4,19.2,0.63,20.75
2022-08-02,0.00,18.8,25.1,31.5,20.2,0.77,23.12
2022-08-03,1.08,20.9,24.9,28.9,20.6,0.73,15.86
2022-08-04,2.28,21.0,27.2,33.5,22.5,0.33,18.18
2022-08-05,1.63,21.8,26.2,30.6,22.4,0.58,13.53
2022-08-06,0.00,21.5,26.3,31.1,22.4,0.26,16.39
2022-08-07,0.00,23.9,28.5,33.2,24.7,1.07,19.05
2022-08-08,0.00,24.6,27.5,30.4,24.3,1.86,12.51
2022-08-09,0.07,18.0,24.0,30.0,21.3,0.32,11.28
2022-08-10,0.00,12.8,19.9,27.1,16.2,0.14,17.75
2022-08-11,0.00,14.9,21.7,28.6,17.0,0.34,20.87
2022-08-12,0.00,11.6,20.3,28.9,15.7,0.58,16.39
2022-08-13,0.00,13.5,19.8,26.1,14.9,0.47,17.65
2022-08-14,0.28,16.9,22.4,27.8,17.6,0.79,15.54
2022-08-15,0.00,17.4,21.4,25.3,19.0,0.37,8.00
2022-08-16,0.00,14.2,20.7,27.1,16.7,0.19,17.01
2022-08-17,0.00,12.8,20.9,29.0,14.9,0.62,22.94
2022-08-18,0.06,13.7,21.4,29.1,15.7,0.32,22.66
2022-08-19,1.02,15.0,22.3,29.6,16.1,0.41,26.21
2022-08-20,19.46,17.4,23.8,30.2,17.4,0.58,25.97
2022-08-21,33.26,17.4,22.7,27.9,18.9,0.13,15.02
2022-08-22,0.00,15.4,21.2,27.0,18.3,0.06,13.66
2022-08-23,0.00,14.7,21.2,27.7,16.8,0.15,18.27
2022-08-24,0.00,14.5,21.3,28.2,15.7,0.37,21.20
2022-08-25,0.91,15.9,22.5,29.1,16.6,0.58,22.16
2022-08-26,4.79,17.7,23.6,29.6,19.8,0.28,16.99
2022-08-27,0.00,15.0,21.2,27.4,17.8,0.21,14.63
2022-08-28,0.00,16.8,23.3,29.7,18.9,0.56,20.31
2022-08-29,0.07,21.3,26.9,32.5,21.8,0.54,22.73
2022-08-30,5.26,17.9,24.8,31.7,21.3,0.17,15.91
2022-08-31,0.00,13.4,20.4,27.5,14.5,0.67,21.66
2022-09-01,0.00,15.0,22.0,29.1,16.4,0.47,22.05
2022-09-02,0.00,17.3,23.5,29.6,18.5,0.77,20.78
2022-09-03,0.00,17.9,23.5,29.2,19.2,0.32,19.01
2022-09-04,3.08,18.3,24.1,30.0,19.4,0.26,20.88
2022-09-05,1.16,19.3,23.1,27.0,19.8,0.56,10.78
2022-09-06,0.00,18.2,21.0,23.8,18.7,0.57,7.02
2022-09-07,0.00,15.8,22.0,28.1,18.2,0.31,17.48
2022-09-08,0.00,12.9,20.0,27.0,15.6,0.20,18.02
2022-09-09,0.00,12.8,20.4,28.0,14.9,0.27,22.35
2022-09-10,0.00,13.7,21.1,28.4,15.6,0.40,21.69
2022-09-11,0.46,15.0,22.5,30.0,17.5,0.25,24.38
2022-09-12,3.26,11.2,15.5,19.7,13.9,0.19,4.04
2022-09-13,0.39,12.5,15.1,17.8,12.4,0.34,6.89
2022-09-14,0.00,11.0,18.7,26.4,13.3,0.27,19.26
2022-09-15,0.00,12.0,20.2,28.4,14.3,0.40,23.07
2022-09-16,0.00,14.0,21.7,29.4,16.3,0.36,21.67
2022-09-17,0.00,16.2,22.8,29.5,17.0,0.73,23.14
2022-09-18,0.00,18.7,24.7,30.8,17.4,2.08,24.60
2022-09-19,23.68,19.1,25.6,32.0,19.9,0.42,24.26
2022-09-20,0.00,17.9,23.9,29.9,19.0,0.26,21.37
2022-09-21,0.00,19.8,27.9,36.0,20.2,0.92,37.14
2022-09-22,0.00,11.5,21.7,31.8,14.8,1.41,25.41
2022-09-23,0.00,6.9,13.6,20.4,6.8,0.45,14.95
2022-09-24,3.73,8.9,12.6,16.4,9.0,0.46,9.09
2022-09-25,0.00,11.4,18.8,26.2,12.8,0.70,18.26
2022-09-26,0.00,8.6,15.9,23.2,9.0,1.74,15.79
2022-09-27,0.00,4.6,12.2,19.7,4.3,0.80,15.30
2022-09-28,0.00,3.9,11.3,18.7,2.8,0.49,14.72
2022-09-29,0.00,2.6,10.6,18.6,4.6,0.23,12.62
2022-09-30,0.00,3.0,11.7,20.3,5.5,0.19,15.13
2022-10-01,0.00,5.2,13.5,21.8,7.1,0.16,16.80
2022-10-02,0.00,5.7,14.7,23.8,7.8,0.11,18.66
2022-10-03,0.00,5.0,14.3,23.6,9.0,0.18,16.68
2022-10-04,0.00,4.0,13.5,23.1,3.9,0.45,21.10
2022-10-05,0.00,4.1,14.6,25.0,4.3,0.71,24.83
2022-10-06,1.28,7.1,16.5,26.0,6.3,0.91,26.86
2022-10-07,0.00,5.7,15.4,25.0,9.9,0.45,18.68
2022-10-08,0.00,-0.1,7.5,15.1,2.1,0.14,10.03
2022-10-09,0.00,0.9,8.6,16.3,0.5,0.48,12.56
2022-10-10,0.00,4.6,13.7,22.8,4.5,1.08,18.34
2022-10-11,0.00,8.4,17.2,26.0,6.6,1.95,24.45
2022-10-12,18.48,13.7,15.9,18.0,12.9,0.33,7.51
2022-10-13,1.47,5.2,11.7,18.2,8.1,0.60,8.98
2022-10-14,0.00,1.1,8.0,14.9,-0.7,0.80,11.99
2022-10-15,6.82,1.0,9.5,18.1,1.0,0.20,16.15
2022-10-16,0.00,1.2,7.0,12.8,2.1,0.29,7.99
2022-10-17,0.00,1.8,8.7,15.7,0.6,1.19,10.61
2022-10-18,0.00,-0.4,3.5,7.3,-3.0,1.06,5.60
2022-10-19,0.00,-1.9,3.9,9.7,-4.5,1.19,7.40
2022-10-20,0.00,-2.4,3.9,10.3,-6.3,1.16,9.05
2022-10-21,0.00,0.6,10.1,19.6,-1.0,1.49,16.87
2022-10-22,0.00,5.6,15.6,25.7,5.2,1.77,24.74
2022-10-23,0.00,11.8,19.6,27.3,11.4,2.70,23.02
2022-10-24,0.00,15.8,20.7,25.6,12.4,4.52,16.10
2022-10-25,3.58,13.5,19.7,25.9,11.9,0.36,16.62
2022-10-26,25.27,4.7,9.7,14.7,9.2,0.17,1.94
2022-10-27,0.00,1.2,7.5,13.8,2.6,0.22,7.96
2022-10-28,0.00,1.6,7.8,13.9,3.1,0.29,8.37
2022-10-29,0.00,1.3,9.3,17.2,3.5,0.19,11.55
2022-10-30,0.00,1.8,10.8,19.8,5.9,0.24,13.33
2022-10-31,5.80,7.3,11.9,16.6,10.9,0.09,7.24
2022-11-01,1.07,5.4,10.6,15.7,9.9,0.08,3.00
2022-11-02,0.00,5.2,13.3,21.3,6.7,0.14,15.77
2022-11-03,0.00,6.6,15.0,23.4,9.3,0.36,16.89
2022-11-04,0.00,9.4,16.3,23.2,10.3,1.01,15.56
2022-11-05,9.06,16.0,20.6,25.1,14.3,0.72,14.89
2022-11-06,2.74,5.3,11.3,17.3,6.4,0.62,4.45
2022-11-07,0.00,3.2,10.7,18.2,4.8,0.78,10.40
2022-11-08,0.00,2.7,8.4,14.1,-0.9,1.06,11.19
2022-11-09,0.49,3.6,9.8,16.0,2.7,1.44,10.52
2022-11-10,0.00,10.1,17.5,25.0,8.7,2.97,17.49
2022-11-11,0.00,4.8,14.5,24.2,7.8,0.72,19.21
2022-11-12,0.00,-1.0,2.5,6.1,-3.3,0.75,4.21
2022-11-13,0.00,-4.0,-1.2,1.6,-3.7,0.42,2.32
2022-11-14,0.00,-6.8,-0.9,5.1,-6.8,0.34,5.19
2022-11-15,0.83,-5.7,0.4,6.4,-4.3,0.28,5.56
2022-11-16,0.13,-0.0,1.4,2.8,-0.3,0.23,1.39
2022-11-17,0.75,-2.6,-0.9,0.8,-2.8,0.34,1.22
2022-11-18,0.00,-5.3,-1.6,2.1,-5.1,0.40,2.61
2022-11-19,0.00,-9.3,-6.4,-3.5,-9.9,0.44,1.70
2022-11-20,0.00,-10.9,-6.0,-1.1,-12.3,0.61,2.87
2022-11-21,0.00,-10.9,-3.6,3.8,-10.4,0.57,5.38
2022-11-22,0.00,-4.7,3.2,11.0,-6.6,0.84,9.00
2022-11-23,0.00,-4.0,5.0,14.0,-3.1,0.75,10.48
2022-11-24,0.00,-0.2,7.9,16.1,1.8,0.91,9.55
2022-11-25,0.83,1.6,6.0,10.4,4.7,0.16,4.75
2022-11-26,0.00,-1.6,5.4,12.3,-1.4,0.16,8.82
2022-11-27,19.26,-1.9,6.0,14.0,1.4,0.18,10.60
2022-11-28,4.75,0.4,4.4,8.5,3.2,0.12,2.80
2022-11-29,0.00,1.5,4.7,8.0,3.1,0.11,2.89
2022-11-30,1.49,-4.4,5.4,15.2,3.8,0.20,3.97
2022-12-01,0.00,-9.3,-5.0,-0.7,-9.7,0.40,2.73
2022-12-02,0.00,-9.0,-3.0,3.1,-6.5,0.40,3.37
2022-12-03,0.00,-5.4,3.1,11.6,1.5,0.68,6.51
2022-12-04,0.00,-8.7,-4.2,0.4,-10.5,0.49,3.60
2022-12-05,0.00,-8.1,-1.5,5.1,-7.2,0.46,5.44
2022-12-06,0.00,-4.0,1.0,6.0,0.3,0.04,3.43
2022-12-07,0.00,1.8,4.0,6.3,3.6,0.05,1.17
2022-12-08,0.00,0.4,4.7,8.9,2.4,0.06,3.22
2022-12-09,8.02,0.8,4.1,7.3,1.8,0.09,3.07
2022-12-10,2.47,2.4,4.5,6.6,3.5,0.04,0.87
2022-12-11,0.00,1.8,3.5,5.2,3.0,0.03,1.35
2022-12-12,0.00,0.6,1.6,2.5,-0.7,0.44,1.59
2022-12-13,0.00,-0.6,1.9,4.3,-0.6,0.28,2.17
2022-12-14,19.19,-0.3,3.0,6.3,1.6,0.14,1.58
2022-12-15,29.49,0.6,5.5,10.4,5.7,0.06,0.90
2022-12-16,0.03,-0.8,0.6,1.9,-2.2,0.43,1.60
2022-12-17,0.00,-4.6,-2.5,-0.4,-6.1,0.81,1.67
2022-12-18,0.00,-9.6,-6.6,-3.6,-9.2,0.47,1.36
2022-12-19,0.00,-11.4,-7.4,-3.5,-11.5,0.31,1.90
2022-12-20,0.00,-10.5,-6.0,-1.5,-7.6,0.31,2.08
2022-12-21,0.00,-9.4,-3.8,1.9,-5.9,0.18,2.16
2022-12-22,0.00,-8.3,-4.2,-0.1,-4.4,0.20,1.14
2022-12-23,3.27,-23.1,-11.9,-0.7,-18.5,0.07,0.71
2022-12-24,0.00,-22.4,-19.5,-16.5,-22.6,0.24,0.56
2022-12-25,0.00,-17.2,-13.3,-9.4,-18.4,0.33,1.33
2022-12-26,0.07,-16.7,-12.1,-7.5,-15.0,0.27,1.52
2022-12-27,0.00,-16.2,-10.9,-5.6,-10.9,0.09,0.66
2022-12-28,0.00,-14.7,-8.0,-1.4,-8.3,0.19,1.39
2022-12-29,0.00,-1.6,3.8,9.2,1.5,0.74,4.62
2022-12-30,0.72,5.7,10.6,15.6,10.6,0.29,3.49
2022-12-31,0.00,-3.1,1.3,5.6,-0.2,0.13,1.48
